Label,Message
0,K come to nordstrom when you're done
0,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
0,Well thats nice. Too bad i cant eat it
0,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
0,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
0,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
0,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
0,Want to finally have lunch today?
0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
0,Just send a text. We'll skype later.
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
0,I wont touch you with out your permission.
0,Ok... Sweet dreams...
0,Yes princess! I want to catch you with my big strong hands...
0,And you! Will expect you whenever you text! Hope all goes well tomo 
0,"Princess, is your kitty shaved or natural?"
0,Hope you are having a good week. Just checking in
0,Nvm take ur time.
0,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
0,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
0,I havent lei.. Next mon can?
0,"Haven't seen my facebook, huh? Lol!"
0,"Lol you forgot it eh ? Yes, I'll bring it in babe"
1,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
0,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
0,Dear are you angry i was busy dear
1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
0,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
0,"Sorry, I'll call later"
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
0,Is ur paper in e morn or aft tmr?
0,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX
0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
0,Have you seen who's back at Holby?!
0,Just sleeping..and surfing
0,Oh for fuck's sake she's in like tallahassee
0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
0,"That's good, because I need drugs"
0,But i dint slept in afternoon.
0,Sounds like something that someone testing me would sayy
0,No pic. Please re-send.
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
0,Yupz... I've oredi booked slots 4 my weekends liao... 
0,Aiyah then i wait lor. Then u entertain me. Hee...
0,Ok... Take ur time n enjoy ur dinner...
1,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
0,Buy one egg for me da..please:)
0,i felt so...not any conveying reason.. Ese he... What about me?
0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
0,"Sorry, I'll call later"
0,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
0,Pete can you please ring meive hardly gotany credit
0,I'm home. Doc gave me pain meds says everything is fine.
0,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
0,Hey tmr meet at bugis 930 ?
0,I think i've fixed it can you send a test message?
1,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
0,Already am squatting is the new way of walking
0,She.s find. I sent you an offline message to know how anjola's now.
0,Cab is available.they pick up and drop at door steps.
0,If we win its really no 1 side for long time.
0,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
0,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
0,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
0,I'm fine. Hope you are also
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
0,Oh ok wait 4 me there... My lect havent finish
0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
0,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
0,Now thats going to ruin your thesis!
0,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
0,Ok.. Ü finishing soon?
0,Gibbs unsold.mike hussey
0,You always make things bigger than they are
0,"Easy mate, * guess the quick drink was bit ambitious."
0,U wake up already? Thanx 4 e tau sar piah it's quite nice.
0,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
0,No calls..messages..missed calls
1,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
0,Me fine..absolutly fine
0,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."
0,Which channel:-):-):):-).
1,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
0,Yes. I come to nyc for audiitions and am trying to relocate.
0,"Dear, will call Tmorrow.pls accomodate."
0,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
0,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
0,Good. No swimsuit allowed :)
0,In which place i can get rooms cheap:-)
0,Hey what's up charles sorry about the late reply.
0,Raviyog Peripherals bhayandar east
0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
0,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
0,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."
0,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
0,He also knows about lunch menu only da. . I know
0,This is my number by vivek..
0,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
0,Super msg da:)nalla timing.
0,Tired. I haven't slept well the past few nights.
0,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
0,Stop knowing me so well!
0,"K, want us to come by now?"
0,Or ü go buy wif him then i meet ü later can?
1,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
0,Did u got that persons story
0,Howz pain?hope u r fine..
0,"Yeah that's what I thought, lemme know if anything's goin on later"
0,"Yes but i dont care! I need you bad, princess!"
0,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
0,Well that must be a pain to catch
0,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
0,I liked your new house
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
0,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
0,"Damn, can you make it tonight or do you want to just wait til tomorrow"
0,Also are you bringing galileo or dobby
0,I love your ass! Do you enjoy doggy style? :)
0,Will ü b going to esplanade fr home?
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
0,Ok. Me watching tv too.
0,26th OF JULY
0,Lol enjoy role playing much?
0,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
0,Exactly. Anyways how far. Is jide her to study or just visiting
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
0,Do you want bold 2 or bb torch
1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
0,Wait.i will come out.. &lt;#&gt;  min:)
0,I told your number to gautham..
1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
0,Sen told that he is going to join his uncle finance in cbe
0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
0,If u dun drive then how i go 2 sch.
0,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
0,Still i have not checked it da. . .
0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
0,Is there any training tomorrow?
0,Host-based IDPS for linux systems.
0,At home also.
0,No no. I will check all rooms befor activities
0,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
0,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
0,You will go to walmart. I.ll stay.
1,Please CALL 08712402578 immediately as there is an urgent message waiting for you
0,Actually getting ready to leave the house.
1,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
0,Havent shopping now lor i juz arrive only
0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
0,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
0,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
0,I'm at work. Please call
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
1,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
0,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
0,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
0,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
0,True. Its easier with her here.
0,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
0,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
0,I'm not coming home 4 dinner.
0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
0,Yep. I do like the pink furniture tho.
0,i am seeking a lady in the street and a freak in the sheets. Is that you?
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
0,"And very importantly, all we discuss is between u and i only."
0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
0,Really good:)dhanush rocks once again:)
0,Normally i use to drink more water daily:)
0,"Yeah, we can probably swing by once my roommate finishes up with his girl"
0,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
0,Takin a shower now but yeah I'll leave when I'm done
0,"Sorry, I'll call later"
0,Ü takin linear algebra today?
0,I'm vivek:)i got call from your number.
0,Ya that one is slow as poo
0,"Fair enough, anything going on?"
0,Where u been hiding stranger?
0,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
0,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
0,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
1,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
0,Jesus armand really is trying to tell everybody he can find
0,"Until 545 lor... Ya, can go 4 dinner together..."
0,Yo theres no class tmrw right?
0,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
0,Prabha..i'm soryda..realy..frm heart i'm sory
0,Waiting in e car 4 my mum lor. U leh? Reach home already?
0,Those ducking chinchillas
0,Sorry that was my uncle. I.ll keep in touch
1,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
0,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
0,Meeting u is my work. . . Tel me when shall i do my work tomorrow
0,Many more happy returns of the day. I wish you happy birthday.
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
0,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
0,If I was I wasn't paying attention
0,He's just gonna worry for nothing. And he won't give you money its no use.
0,Call him and say you not coming today ok and tell them not to fool me like this ok
0,Can u get pic msgs to your phone?
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
0,I am late. I will be there at
0,Thanks love. But am i doing torch or bold.
0,Dear :-/ why you mood off. I cant drive so i brother to drive
0,Nope... Juz off from work...
0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
0,So no messages. Had food?
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
1,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
0,I can make lasagna for you... vodka...
0,Mm you ask him to come its enough :-)
0,"I guess you could be as good an excuse as any, lol."
0,Gimme a few was  &lt;#&gt;  minutes ago
0,R u meeting da ge at nite tmr?
0,Good Morning plz call me sir
0,Nope i waiting in sch 4 daddy... 
0,I dont have i shall buy one dear
0,Daddy will take good care of you :)
0,Spoons it is then okay?
0,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
0,Yo sorry was in the shower sup
0,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
0,Me fine..absolutly fine
1,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
0,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
0,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
0,K:)k:)what are detail you want to transfer?acc no enough?
0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
1,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
0,Pls help me tell Ashley that i cant find her number oh
0,Oh great. I.ll disturb him more so that we can talk.
0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
1,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
1,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
0,"Haha, my friend tyler literally just asked if you could get him a dubsack"
0,Da is good good player.why he is unsold.
0,Your daily text from me – a favour this time
1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
0,I could ask carlos if we could get more if anybody else can chip in
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
0,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
0,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
0,I like dis sweater fr mango but no more my size already so irritating.
0,What time do u get out?
0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
0,Pathaya enketa maraikara pa'
0,Are you the cutest girl in the world or what
0,yes baby! I need to stretch open your pussy!
0,How long does it take to get it.
0,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
0,I borrow ur bag ok.
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
0,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
0,i thought we were doing a king of the hill thing there.
0,Ok i juz receive..
0,Just wait till end of march when el nino gets himself. Oh.
0,2 and half years i missed your friendship:-)
0,Ok ill tell the company
0,Thats cool. Where should i cum? On you or in you? :)
1,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
0,"sry can't talk on phone, with parents"
0,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
1,You have 1 new voicemail. Please call 08719181513.
1,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
1,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
0,"Goodmorning,my grandfather expired..so am on leave today."
0,Ay wana meet on sat?ü wkg on sat?
0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
0,HAPPY NEW YEAR MY NO.1 MAN
0,Watching ajith film ah?
0,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
0,I want snow. It's just freezing and windy.
0,I'll talk to the others and probably just come early tomorrow then
0,I wont do anything de.
0,U calling me right? Call my hand phone...
0,Small problem in auction:)punj now asking tiwary
0,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
0,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.
0,Shall i come to get pickle
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
0,Did you get any gift? This year i didnt get anything. So bad
0,Where to get those?
0,Yes i have. So that's why u texted. Pshew...missing you so much
0,Yup no more already... Thanx 4 printing n handing it up.
0,"Total disappointment, when I texted you was the craziest shit got :("
0,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
0,What are youdoing later? Sar xxx
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
0,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
0,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
0,Have you not finished work yet or something?
1,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
0,K.i will send in  &lt;#&gt;  min:)
1,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
0,S.i think he is waste for rr..
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
0,"K so am I, how much for an 8th? Fifty?"
0,R u in this continent?
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
0,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
0,S now only i took tablets . Reaction morning only.
0,"Yes, my reg is  Ciao!"
0,Hows the street where the end of library walk is?
0,His frens go then he in lor. Not alone wif my mum n sis lor.
0,U still painting ur wall?
0,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
0,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
0,Great comedy..cant stop laughing da:)
1,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
1,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
1,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
0,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
0,Ok. How many should i buy.
0,Beerage?
0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
0,Sorry completely forgot * will pop em round this week if your still here?
0,"Aldrine, rakhesh ex RTM here.pls call.urgent."
0,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
0,"No my blankets are sufficient, thx"
1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
0,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
0,Great. Never been better. Each day gives even more reasons to thank God
0,So wats ur opinion abt him and how abt is character?
1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
